,element,Tc,Tc_mean
1755,Y0.85Pr0.15Ba2Cu3O6.5,35.8,35.8
1756,Y0.7Pr0.3Ba2Cu3O6.5,27.2,27.2
1757,Y0.6Pr0.4Ba2Cu3O6.5,14.9,14.9
1758,Nd1Ba2Cu3O6.85,67.4,67.4
1759,Nd0.95Pr0.05Ba2Cu3O6.85,57.2,57.2
1760,Nd0.9Pr0.1Ba2Cu3O6.85,48.3,48.3
1761,Nd0.85Pr0.15Ba2Cu3O6.85,41.3,41.3
1762,Nd0.8Pr0.2Ba2Cu3O6.85,30.2,30.2
1763,Nd0.75Pr0.25Ba2Cu3O6.85,9.2,9.2
1764,Nd1Ba2Cu3O6.75,52.8,52.8
1765,Nd0.95Pr0.05Ba2Cu3O6.75,45.8,45.8
1766,Nd0.9Pr0.1Ba2Cu3O6.75,35.9,35.9
1767,Nd0.85Pr0.15Ba2Cu3O6.75,21.6,21.6
1768,Nd0.8Pr0.2Ba2Cu3O6.75,9.8,9.8
1769,Nd1Ba2Cu3O6.65,34.3,34.3
1770,Nd0.95Pr0.05Ba2Cu3O6.65,26.7,26.7
1771,Nd0.9Pr0.1Ba2Cu3O6.65,16.8,16.8
1772,Nd1Ba2Cu3O6.6,14.0,14.0
1773,Nd0.95Pr0.05Ba2Cu3O6.6,4.1,4.1
1774,Y1Sr2Cu2.85Re0.15O6.95,43.1,43.1
1775,Y0.8Pr0.2Sr2Cu2.85Re0.15O7,39.1,39.1
1776,Y0.6Pr0.4Cu2.85Re0.15O7,33.9,33.9
1777,Y0.5Pr0.5Sr2Cu2.85Re0.15O7,26.2,26.2
1778,Y0.4Pr0.6Sr2Cu2.85Re0.15O6.8,20.2,20.2
1779,Y0.3Pr0.7Sr2Cu2.85Re0.15O7,15.8,15.8
1780,Y1Ba2Cu3O6.81,87.3,88.4
1781,Er1Ba2Cu2.28Co0.18O6.74,34.0,34.0
1782,Er0.94Ca0.06Ba2Cu2.82Co0.18O6.76,64.0,64.0
1783,Er0.88Ca0.12Ba2Cu2.82Co0.18O6.93,77.5,77.5
1784,Tl1Sr2Ca1Cu2O6.76,21.0,21.0
1785,Tl1Sr2Ca1Cu2O6.75,37.0,37.0
1786,Tl1Sr2Ca1Cu2O6.74,43.0,43.0
1787,Tl1Sr2Ca1Cu2O6.68,75.0,75.0
1788,Tl1Sr2Ca1Cu2O6.61,52.0,52.0
1789,Tl1Sr2Ca1Cu2O6.58,43.0,43.0
1790,Tl1Sr2Ca1Cu2O6.52,23.0,23.0
1791,Tl1Sr2Ca0.8Y0.2Cu2O6.82,85.0,85.0
1792,Tl1Sr2Ca0.7Y0.3Cu2O6.84,87.0,87.0
1793,Tl1Sr2Ca0.6Y0.4Cu2O6.86,87.0,87.0
1794,Tl1Sr2Ca0.5Y0.5Cu2O6.89,92.0,92.0
1795,Tl1Sr2Ca0.4Y0.6Cu2O6.93,92.0,92.0
1796,Tl1Sr2Ca0.3Y0.7Cu2O6.97,92.0,92.0
1797,Tl1Sr2Ca0.2Y0.8Cu2O6.97,93.0,93.0
1798,Tl1Sr2Ca0.1Y0.9Cu2O6.97,87.0,87.0
1799,Er1Ba2Cu3O6.94,91.5,91.5
1800,Er1Ba2Cu2.94Co0.06O6.8,73.0,73.0
1801,Er1Ba2Cu2.88Co0.12O6.78,46.0,46.0
1802,Er1Ba2Cu2.82Co0.18O6.74,34.0,34.0
1803,Er1Ba2Cu2.76Co0.24O6.75,31.0,31.0
1804,Er0.94Ca0.04Ba2Cu2.82Co0.18O6.76,64.0,64.0
1805,Er0.88Ca0.12Ba2Cu2.28Co0.18O6.93,77.5,77.5
1806,Er0.82Ca0.18Ba2Cu2.82Co0.18O6.71,84.5,84.5
1807,Y1Ba1Sr1Cu3O6.91,81.0,81.0
1808,Y1Ba1Sr1Cu2.975Sn0.025O6.92,77.0,77.0
1809,Y1Ba1Sr1Cu2.95Sn0.05O6.96,73.7,73.8
1810,Y1Ba1Sr1Cu2.9Sn0.1O7,69.1,69.1
1811,Y1Ba1Sr1Cu2.85Sn0.15O7.06,63.8,63.8
1812,Y1Ba1Sr1Cu2.8Sn0.2O7.12,49.8,49.8
1813,Y1Ba1Sr1Cu2.75Sn0.25O7.16,40.9,40.9
1814,Y0.9Ca0.1Ba2Cu3O6.59,68.8,68.8
1815,Y0.9Ca0.1Ba2Cu3O6.72,82.6,82.6
1816,Y0.9Ca0.1Ba2Cu3O6.87,85.4,85.4
1817,Y0.9Ca0.1Ba2Cu3O6.98,81.8,81.8
1818,Y1Ba2Cu3.97Ni0.03O8,70.4,70.4
1819,Y1Ba2Cu3.939Ni0.061O8,63.5,63.5
1820,Y1Ba2Cu3.9Ni0.1O8,52.6,52.6
1821,Y1Ba2Cu3.8Ni0.2O8,21.0,21.0
1822,Y1Ba2Cu1O8,80.0,82.25
1823,Y1Ba2Cu3.938Zn0.062O8,47.0,47.0
1824,Y1Ba2Cu3.92Zn0.08O8,36.7,38.06
1825,Sr2Nd0.5Ca0.5Cu2F1O5,70.9,70.9
1826,Sr2Nd0.4Ca0.6Cu2F1O5,75.1,75.1
1827,Sr2Nd0.3Ca0.7Cu2F1O5,73.1,73.1
1828,Sr2Nd0.2Ca0.8Cu2F1O5,86.0,86.0
1829,Sr2Nd0.1Ca0.9Cu2F1O5,85.8,85.8
1830,Sr2Ca1Cu2F1O5,69.1,69.1
1831,Dy1Ba2Cu3O6.9,92.3,92.3
1832,Dy0.95Pr0.05Ba2Cu3O6.9,91.4,91.4
1833,Dy0.85Pr0.15Ba2Cu3O6.9,77.4,77.4
1834,Dy0.7Pr0.3Ba2Cu3O6.9,53.9,53.9
1835,Dy0.6Pr0.4Ba2Cu3O6.9,41.2,41.2
1836,Dy0.5Pr0.5Ba2Cu3O6.9,27.8,27.8
1837,Tl1Sr1.8Ca0.2Yb1Cu2O7,45.0,45.0
1838,Tl1Sr1.7Ca0.3Yb1Cu2O7,55.0,55.0
1839,Tl1Sr1.5Ca0.5Yb1Cu2O7,55.0,55.0
1840,Nd1Ba2Cu3O6.93,91.5,91.5
1841,Nd0.95Ca0.025Pr0.025Ba2Cu3O6.95,86.1,86.1
1842,Nd0.9Ca0.05Pr0.05Ba2Cu3O6.95,81.4,81.4
1843,Nd0.8Ca0.1Pr0.1Ba2Cu3O7.02,70.8,70.8
1844,Sr0.4Ca13.6Cu24O41.84,10.0,10.0
1845,La1.8Sr0.2Ca1Cu2O5.96,54.0,54.0
1846,La1.8Sr0.2Ca1Cu2O5.98,60.0,60.0
1847,Sr2Cu1C0.96B0.04O5,7.0,7.0
1848,Sr2Cu1C0.95B0.05O5,12.5,12.5
1849,Sr2Cu1C0.94B0.06O5,21.0,21.0
1850,Sr2Cu1C0.93B0.07O5,23.0,23.0
1851,Sr2Cu1C0.92B0.08O5,25.0,25.0
1852,Sr2Cu1C0.91B0.09O5,26.5,26.5
1853,Sr2Cu1C0.82B0.12O5,30.0,30.0
1854,Sr2Cu1C0.86B0.14O5,31.0,31.0
1855,Sr2Cu1C0.85B0.15O5,32.0,32.0
1856,Tl3Cr1Sr8Cu4O20,25.0,25.0
1857,Ca2Nb1O4,8.9,8.9
1858,Ge0.5Cu0.5Sr2Ca1.9Y0.1Cu3O9.3,81.5,81.5
1859,Ge0.5Cu0.5Sr2Ca1.8Y0.2Cu3O9.3,77.0,77.0
1860,Ge0.5Cu0.5Sr2Ca1.7Y0.3Cu3O9.3,73.0,73.0
1861,Ge0.4Cu0.6Sr2Ca1.9Y0.1Cu3O9.3,90.0,90.0
1862,Ge0.4Cu0.6Sr2Ca1.8Y0.2Cu3O9.3,81.0,81.0
1863,Ge0.4Cu0.6Sr2Ca1.7Y0.3Cu3O9.3,77.0,77.0
1864,Hg1Ba2Cu1O4.025,20.0,20.0
1865,Hg1Ba2Cu1O4.045,73.0,73.0
1866,Hg1Ba2Cu1O4.085,92.0,92.0
1867,Hg1Ba2Cu1O6.932,50.0,50.0
1868,Ca1.84Na0.16Cu1Cl2O2,19.7,19.7
1869,Ca1.76Na0.24Cu1Cl2O2,26.9,26.9
1870,Ca1.6Na0.4Cu1Cl2O2,27.8,27.8
1871,Ca1.5Na0.5Cu1Cl2O2,28.5,28.5
1872,Hg1Ba2Ca3Cu4O1,115.0,115.0
1873,Hg1Ba2Ca3Cu4O2,115.0,115.0
1874,Pr1Ba2Cu3O7,92.0,91.3333333333333
1875,Nd1.32Sr0.41Ce0.27Cu1O4,24.0,24.0
1876,Nd2Cu1FO4,22.0,22.0
1877,Bi2Sr2Ca1Cu2O8.19,92.7,89.2666666666667
1878,Y1Ba2Cu3O6.59,61.2,60.7666666666667
1879,Hg0.7Cr0.3Sr2Cu1O4.6,53.0,53.0
1880,Bi1.6Pb0.35V0.05Sr2Ca2Cu3O10.12,103.7,103.7
1881,Bi1.6Pb0.3Sr2Ca2Cu3V0.1O10.12,102.5,102.5
1882,Tl0.5Pb0.5Sr2Ca2Cu3O9,112.0,113.0
1883,Bi0.16Pb0.4Sr2Ca2Cu3O10.11,105.3,105.3
1884,Bi0.16Pb0.35V0.05Sr2Ca2Cu3O10.12,103.7,103.7
1885,Bi0.16Pb0.3V0.1Sr2Ca2Cu3O10.12,102.5,102.5
1886,Y0.97Ca0.03Ba2Cu4O8,81.9,81.9
1887,Y0.93Ca0.07Ba2Cu4O8,83.5,86.25
1888,Tm0.99Ca0.01Ba2Cu4O8,79.2,79.2
1889,Tm0.97Ca0.03Ba2Cu4O8,81.2,81.2
1890,Tm0.95Ca0.05Ba2Cu4O8,84.8,84.8
1891,Tm0.93Ca0.07Ba2Cu4O8,83.3,83.3
1892,Er0.99Ca0.01Ba2Cu4O8,79.3,79.3
1893,Er0.97Ca0.03Ba2Cu4O8,80.0,80.0
1894,Er0.95Ca0.05Ba2Cu4O8,83.2,83.2
1895,Ho0.99Ca0.01Ba2Cu4O8,76.8,76.8
1896,Ho0.97Ca0.03Ba2Cu4O8,77.4,77.4
1897,Y0.99Ca0.01Ba2Cu4O8,78.0,78.7
1898,Sr2Y1Cu3O7.9,69.0,69.0
1899,Sr2Y1Cu3O7.75,67.0,67.0
1900,Sr2Y1Cu3O7.65,69.0,69.5
1901,Sr2Y1Cu3O7.95,62.0,62.0
1902,Sr2Y1Cu3O7.45,62.0,62.0
1903,Sr2Tm1Cu3O7.65,62.0,62.0
1904,Sr2Tm1Cu3O7.2,62.0,62.0
1905,Sr2Tm1Cu3O7.28,56.0,56.0
1906,Sr2Tm1Cu3O7.48,55.0,58.5
1907,Sr1.5Ba0.5Y1Cu2.8Ti0.2O7,35.0,35.0
1908,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7,38.0,38.0
1909,Sr1.5Ba0.5Y1Cu2.8Ge0.2O7,25.0,25.0
1910,Sr1.5Ba0.5Y1Cu2.8Mo0.2O7.03,26.0,26.0
1911,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.2,61.0,61.0
1912,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.14,56.0,56.0
1913,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.1,50.0,50.0
1914,Sr1.5Ba0.5Y1Cu2.8Ga0.2O6.96,32.0,32.0
1915,Sr1.5Ba0.5Y1Cu2.8Ti0.2O7.2,78.0,78.0
1916,Sr1.5Ba0.5Y1Cu2.8Ti0.2O7.08,52.0,52.0
1917,Sr0.7Ba1.3Y1Cu2.8Al0.2O7.03,12.0,12.0
1918,Sr0.7Ba1.3Y1Cu2.8Al0.2O7.11,20.0,20.0
1919,Sr1Ba1Y1Cu2.8Al0.2O7.15,20.0,20.0
1920,Sr1.2Ba0.8Y1Cu2.8Al0.2O7.19,16.0,16.0
1921,Ga1Sr2Ca2Cu3O9,70.0,71.5
1922,Y1Ba2Cu2.985Ni0.015O6.92,90.5,90.5
1923,Y1Ba2Cu2.97Ni0.03O6.94,88.5,88.5
1924,Y1Ba2Cu2.955Ni0.045O6.95,86.2,86.2
1925,Y1Ba2Cu2.94Ni0.06O6.94,83.5,83.5
1926,Y1Ba2Cu2.6Co0.4O7.03,11.3,11.3
1927,Eu1Ba2Cu3O6.94,93.6,93.6
1928,Eu1Ba2Cu2.9Co0.1O6.97,72.7,72.7
1929,Eu1Ba2Cu2.8Co0.2O6.98,55.3,55.3
1930,Eu1Ba2Cu2.7Co0.3O6.95,29.4,29.4
1931,Y1Ba2Cu3O6.58,57.4,52.4
1932,La2Cu1O4.005,32.0,32.0
1933,La2Cu1O4.021,45.0,45.0
1934,Y1Ba2Cu3O6.48,48.5,41.49
1935,Bi1.95Sr1.65La0.4Cu1O6.28,32.6,32.6
1936,Bi1.95Sr1.65La0.4Cu1O6.298,34.0,34.0
1937,Bi1.95Sr1.65La0.4Cu1O6.311,35.5,35.5
1938,Bi1.95Sr1.65La0.4Cu1O6.334,30.5,30.5
1939,Bi1.95Sr1.65La0.4Cu1O6.343,26.5,26.5
1940,Bi1.95Sr1.65La0.4Cu1O6.347,24.0,24.0
1941,Bi1.95Sr1.65La0.4Cu1O6.36,23.0,23.0
1942,Bi1.95Sr1.65La0.4Cu1O6.414,10.4,10.4
1943,Bi1.95Sr1.65La0.4Cu1O6.2,30.5,20.25
1944,Bi1.95Sr1.65La0.4Cu1F0.2O6,30.1,30.1
1945,Bi1.95Sr1.65La0.4Cu1F0.4O5.8,29.0,29.0
1946,Bi1.95Sr1.65La0.4Cu1F0.6O5.6,25.1,25.1
1947,Bi1.95Sr1.65La0.4Cu1F0.8O5.4,13.0,13.0
1948,Bi1.7Pb0.3Sr2Ca1Cu2O8.05,80.5,80.5
1949,Bi1.7Pb0.3Sr2Ca0.99Nd0.01Cu2O8.03,82.5,82.5
1950,Bi1.7Pb0.3Sr2Ca0.98Nd0.02Cu2O8.05,80.89,80.89
1951,Bi1.7Pb0.3Sr2Ca0.96Y0.04Cu2O8.06,78.5,78.5
1952,Bi1.7Pb0.3Sr2Ca0.94Nd0.06Cu2O8.1,81.27,81.27
1953,Bi1.7Pb0.3Sr2Ca0.92Nd0.08Cu2O8.16,84.11,84.11
1954,Bi1.7Pb0.3Sr2Ca0.9Nd0.1Cu2O8.27,76.67,76.67
1955,Er0.76Ca0.24Ba2Cu2.76Co0.24O6.92,84.0,84.0
1956,Er0.76Ca0.24Ba1.8Sr0.2Cu2.76Co0.24O6.91,81.0,81.0
1957,Er0.76Ca0.24Ba1.6Sr0.4Cu2.76Co0.24O6.88,77.0,77.0
1958,Er0.76Ca0.24Ba1.4Sr0.6Cu2.76Co0.24O6.84,64.0,64.0
1959,Er0.64Ca0.36Ba1.4Sr0.6Cu2.76Co0.24O6.8,48.0,48.0
1960,Er0.52Ca0.48Ba1.4Sr0.6Cu2.76Co0.24O6.77,54.0,54.0
1961,Cu0.8W0.2Sr2Y1Cu2O7.3,77.0,77.0
1962,Cu0.8Mo0.2Sr2Y1Cu2O7.3,65.0,65.0
1963,Cu0.85Re0.15Sr2Y1Cu2O7.3,69.0,69.0
1964,Ca1La1Ba1Cu2.97Fe0.03O7,49.0,49.0
1965,Ca1La1Ba1Cu2.94Fe0.06O7,44.0,44.0
1966,Ca1La1Ba1Cu2.88Fe0.12O7,28.0,28.0
1967,Ca1La1Ba1Cu2.76Fe0.24O7,22.0,22.0
1968,Nd1Ba2Cu3O6.67,29.0,29.0
1969,H0.2La1.8Sr0.2Cu1O4,32.0,32.0
1970,Ca1La1Ba1Cu2.97Zn0.03O7,60.0,60.0
1971,Ca1La1Ba1Cu2.85Zn0.045O7,55.0,55.0
1972,Ca1La1Ba1Cu2.91Zn0.09O7,20.0,20.0
1973,Ca1La1Ba1Cu2.88Zn0.12O7,14.0,14.0
1974,Bi1.8Pb0.2Sr2Ca1Cu1.98Fe0.02O8,54.8,54.8
1975,Bi1.8Pb0.2Sr2Ca1Cu1.96Fe0.04O8,48.5,48.5
1976,Bi1.8Pb0.2Sr2Ca1Cu1.92Fe0.08O8,33.8,33.8
1977,Bi1.8Pb0.2Sr2Ca1Cu1.88Fe0.12O8,30.9,30.9
1978,Bi1.8Pb0.2Sr2Ca1Cu1.84Fe0.16O8,26.1,26.1
1979,Bi1.8Pb0.2Sr2Ca1Cu1.96Co0.04O8,50.7,50.7
1980,Bi1.8Pb0.2Sr2Ca1Cu1.94Co0.06O8,48.6,48.6
1981,Bi1.8Pb0.2Sr2Ca1Cu1.92Co0.08O8,43.0,43.0
1982,Bi1.8Pb0.2Sr2Ca1Cu1.88Co0.12O8,38.8,38.8
1983,Bi1.8Pb0.2Sr2Ca1Cu1.84Co0.16O8,35.8,35.8
1984,Y1Ba2Cu3O6.346,12.3,12.3
1985,Y1Ba2Cu3O6.409,26.0,26.0
1986,Y1Ba2Cu3O6.55,54.1,63.37
1987,Y1Ba2Cu3O4.86,93.2,93.2
1988,Bi2Sr1.8Ca1.2Cu2O8,79.5,75.9
1989,Tb1Sr2Cu2.69Mo0.31O7,34.5,34.5
1990,Bi2Sr2Ca1Cu2O8.214,70.0,70.0
1991,Bi2Sr2Ca1Cu2O8.216,78.0,78.0
1992,Eu1.5Ce0.5Sr2Cu2Nb1O9.955,21.0,21.0
1993,Lu0.8Ca0.2Ba2Cu3O6.13,41.0,41.0
1994,Lu0.7Ca0.3Ba2Cu3O6.15,58.0,58.0
1995,Lu0.8Ca0.2Ba2Cu3O6.54,65.0,65.0
1996,Lu0.7Ca0.3Ba2Cu3O6.4,68.0,68.0
1997,Lu0.8Ca0.2Ba2Cu3O6.81,52.0,52.0
1998,Lu0.7Ca0.3Ba2Cu3O6.78,54.0,54.0
1999,Lu0.8Ca0.2Ba2Cu3O6.68,78.0,78.0
2000,Lu0.7Ca0.3Ba2Cu3O6.62,80.0,80.0
2001,Lu0.8Ca0.2Ba2Cu3O6.91,48.0,48.0
2002,Lu0.7Ca0.3Ba2Cu3O6.88,45.0,45.0
2003,Nd2Ba4Cu7O14.525,66.0,66.0
2004,Nd1.8Pr0.2Ba4Cu7O14.587,56.0,56.0
2005,Nd1.6Pr0.4Ba4Cu7O14.603,48.0,48.0
2006,Nd1.4Pr0.6Ba4Cu7O14.541,41.0,41.0
2007,Eu2Ba4Cu7O14.671,75.0,75.0
2008,Eu1.8Pr0.2Ba4Cu7O14.779,68.0,68.0
2009,Eu1.6Pr0.4Ba4Cu7O14.761,63.0,63.0
2010,Eu1.4Pr0.6Ba4Cu7O14.632,58.0,58.0
2011,Eu1.2Pr0.8Ba4Cu7O14.788,52.0,52.0
2012,Tm2Ba4Cu7O14.732,88.0,88.0
2013,Tm1.8Pr0.2Ba4Cu7O14.725,76.0,76.0
2014,Tm1.6Pr0.4Ba4Cu7O14.722,68.0,68.0
2015,Tm1.4Pr0.6Ba4Cu7O14.667,60.0,60.0
2016,Tm1.2Pr0.8Ba4Cu7O14.652,50.0,50.0
2017,Bi2Sr2Ca2Cu3O1,114.0,112.5
2018,Bi1.8V0.2Sr2Ca2Cu3O2,112.0,112.0
2019,Gd1Sr0.1Ba1.9Cu4O8,73.5,73.5
2020,Gd1Sr1.8Ba0.2Cu4O8,73.1,73.1
2021,Ho1Sr0.2Ba1.8Cu4O8,68.8,68.8
2022,Ho1Sr0.4Ba1.6Cu4O8,68.1,68.1
2023,Ho1Sr0.6Ba1.4Cu4O8,68.3,68.3
2024,La3.1Gd0.2Ca0.4Ba3.3Cu7O16.473,48.0,48.0
2025,La2.9Gd0.3Ca0.6Ba3.2Cu0.3O16.503,58.0,58.0
2026,La2.7Gd0.4Ca0.8Ba3.1Cu7O16.537,74.0,74.0
2027,La2.5Gd0.5Ca1Ba3Cu7O16.359,80.0,80.0
2028,La2.3Gd0.6Ca1.2Ba2.9Cu7O16.543,80.0,80.0
2029,La2.1Gd0.7Ca1.4Ba2.8Cu0.7O16.471,79.0,79.0
2030,La1.85Sr0.15Cu0.9Mg0.1O4,29.6,29.6
2031,La1.85Sr0.15Cu0.8Mg0.2O4,15.6,15.6
2032,Nd1Ba2Cu3O6.95,89.0,89.0
2033,Nd1.1Ba1.9Cu3O6.96,87.6,87.6
2034,Nd1.15Ba1.85Cu3O6.96,76.8,76.8
2035,Nd1.25Ba1.75Cu3O6.99,52.7,52.7
2036,Nd1.35Ba1.65Cu3O7.02,35.9,35.9
2037,Nd1.45Ba1.55Cu3O7.08,26.5,26.5
2038,Nd1.5Ba1.5Cu3O7.12,15.4,15.4
2039,Pb2Sr2Y0.5Ca0.5Cu3O8.1882,62.0,62.0
2040,Pb2Sr2Y0.5Ca0.5Cu3F0.253O7.9858,68.0,68.0
2041,Pb2Sr2Y0.5Ca0.5Cu3F0.5612O7.649,72.0,72.0
2042,Pb2Sr2Y0.5Ca0.5Cu3F0.8115O7.3458,78.0,78.0
2043,Pb2Sr2Y0.5Ca0.5Cu3F1.0031O7.2608,73.0,73.0
2044,La0.7Pr0.3Ca1Ba1Cu3O7,40.0,40.0
2045,Pr1.79Ce0.15Sr0.06Cu1O3.94,21.0,21.0
2046,Pr1.74Ce0.15Sr0.11Cu1O3.96,18.0,18.0
2047,Pr1.9Ce0.1Cu1O3.98,9.0,9.0
2048,Pr1.87Ce0.13Cu1O3.99,16.0,16.0
2049,Pr1.83Ce0.17Cu1O3.99,13.0,13.0
2050,Y1La0.2Ba1.8Cu3O7.06,48.9,48.9
2051,Y1La0.2Ba1.8Cu3O7.16,61.7,61.7
2052,Y1La0.2Ba1.8Cu3O7.26,67.6,67.6
2053,Y1La0.2Ba1.8Cu3O7.36,89.1,89.1
2054,Y1La0.2Ba1.8Cu3O7.46,89.8,89.8
2055,Y1La0.2Ba1.8Cu3O7.49,90.4,90.4
2056,Y1La0.2Ba1.8Cu3O7.57,89.6,89.6
2057,Y1La0.2Ba1.8Cu3O7.62,87.9,87.9
2058,Y1La0.2Ba1.8Cu3O7.64,88.1,88.1
2059,Y1La0.2Ba1.8Cu3O7.74,89.1,89.1
2060,Y1La0.2Ba1.8Cu3O7.77,89.8,89.8
2061,Y1La0.2Ba1.8Cu3O7.79,90.4,90.4
2062,La1.2Ba1.8Cu3O7.2,27.0,27.0
2063,La1.2Ba1.8Cu3O7.3,27.0,27.0
2064,Y0.8Pr0.2Ba2Cu3O7.1,57.6,57.6
2065,Y0.8Pr0.2Ba2Cu3O7.2,63.3,63.3
2066,Y0.8Pr0.2Ba2Cu3O7.3,62.6,62.6
2067,Y0.8Pr0.2Ba2Cu3O7.4,59.8,59.8
2068,Y0.8Pr0.2Ba2Cu3O7.5,62.9,62.9
2069,Y0.8Pr0.2Ba2Cu3O7.55,68.3,68.3
2070,Y0.8Pr0.2Ba2Cu3O7.6,66.5,66.5
2071,Y0.8Pr0.2Ba2Cu3O7.65,66.5,66.5
2072,Y0.8Pr0.2Ba2Cu3O7.67,67.5,67.5
2073,Y0.8Pr0.2Ba2Cu3O7.79,65.4,65.4
2074,Y0.8Pr0.2Ba2Cu3O8.04,64.4,64.4
2075,Y0.8Pr0.2Ba2Cu3O8.06,65.8,65.8
2076,Y0.9Ca0.1Ba2Cu3O6.5,79.3,66.9
2077,Y0.8Ca0.2Ba2Cu3O6.5,84.8,73.35
2078,Y0.9Ca0.1Ba2Cu3O6.03,19.8,19.8
2079,Y0.8Ca0.2Ba2Cu3O6.03,43.5,43.5
2080,Hg0.65V0.35Sr2Ca0.55Nd0.45Cu2O6.8,67.0,67.0
2081,Tl1Ba2Ca2Cu3O9,110.0,114.6
2082,Tl0.8Bi0.2Ba2Ca2Cu3O9,116.0,116.0
2083,Tm1.83Ca0.17Cu1O4,30.0,30.0
2084,Ba0.9K0.1Pb1O3,30.0,30.0
2085,La1.85Sr0.15Cu0.98Li0.02O4,36.5,36.5
2086,La1.85Sr0.15Cu0.97Li0.03O4,33.5,33.5
2087,La1.85Sr0.15Cu0.95Li0.05O4,27.2,27.2
2088,Nd2Cu1F0.22O3.78,24.5,24.5
2089,Nd2Cu1F0.24O3.76,27.0,27.0
2090,Nd2Cu1F0.3O3.7,27.0,26.9285714285714
2091,Pb0.6Cu0.4Sr1La1Cu1O5.05,37.6,37.6
2092,Pb0.6Cu0.4Sr1La1Cu1O5.06,37.8,37.8
2093,Pb0.6Cu0.4Sr1La1Cu1O5.09,36.7,36.7
2094,Pb0.6Cu0.4Sr1La1Cu1O5.12,35.9,35.9
2095,Pb0.6Cu0.4Sr1La1Cu1O5.15,32.0,32.0
2096,Pb0.6Cu0.4Sr1La1Cu1O5.19,25.1,25.1
2097,Pb0.6Cu0.4Sr1La1Cu1O5.21,25.1,25.1
2098,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.07,33.9,33.9
2099,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.12,31.0,31.0
2100,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.18,28.0,28.0
2101,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.19,25.0,25.0
2102,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.06,28.7,28.7
2103,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.11,34.8,34.8
2104,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.29,25.2,25.2
2105,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.28,28.1,28.1
2106,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.06,37.6,37.6
2107,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.18,31.6,31.6
2108,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.24,27.8,27.8
2109,Pb0.5Cu0.5Sr1La1Cu1O5.03,36.7,36.7
2110,Pb0.5Cu0.5Sr1La1Cu1O5.05,36.7,36.7
2111,Pb0.5Cu0.5Sr1La1Cu1O5.1,31.9,31.9
2112,Pb0.5Cu0.5Sr1La1Cu1O5.15,28.0,28.0
2113,Pb0.5Cu0.5Sr1La1Cu1O5.19,24.1,24.1
2114,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.01,38.7,38.7
2115,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.1,34.9,34.9
2116,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.16,28.0,28.0
2117,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.25,25.2,25.2
2118,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.02,38.5,38.5
2119,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.08,37.7,37.7
2120,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.16,28.1,28.1
2121,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.22,24.9,24.9
2122,Ba1.6Sr0.4Yb1Cu3O6.96,82.0,82.0
2123,Ba1.6Sr0.4Yb1Cu3O6.8,81.0,81.0
2124,Ba1.6Sr0.4Yb1Cu3O6.75,60.0,60.0
2125,Ba1.6Sr0.4Yb1Cu3O6.64,47.0,47.0
2126,Ba1.6Sr0.4Yb1Cu3O6.53,34.0,34.0
2127,Ba1.6Sr0.4Yb1Cu3O6.48,10.0,10.0
2128,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.8,80.0,80.0
2129,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.76,80.0,80.0
2130,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.58,55.0,55.0
2131,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.56,30.0,30.0
2132,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.83,76.0,76.0
2133,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.6,61.0,61.0
2134,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.36,19.0,19.0
2135,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.68,74.0,74.0
2136,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.51,66.0,66.0
2137,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.3,34.0,34.0
2138,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.19,23.0,24.0
